(second, ((avg best buy, avg best ask), (#crossings best buy, #crossings best ask)))
(u'132634', ((540.298, 541.45000000000005), (2, 2)))
(u'132635', ((540.770625, 507.73562500000003), (5, 2)))
(u'132636', ((541.08600000000001, 541.31799999999998), (4, 2)))
(u'132637', ((540.82583333333343, 541.38), (4, 5)))
(u'132638', ((540.94500000000005, 541.39499999999998), (1, 2)))
(u'132639', ((541.13333333333333, 541.25999999999999), (1, 0)))
(u'132640', ((540.41571428571422, 541.22904761904761), (7, 9)))
(u'132642', ((541.01499999999999, 541.80999999999995), (1, 1)))
(u'132643', ((540.87571428571425, 541.57857142857142), (2, 6)))
(u'132644', ((540.93090909090927, 541.85772727272717), (8, 9)))
(u'132645', ((540.75577777777778, 541.66377777777791), (12, 14)))
(u'132646', ((540.60399999999993, 542.43399999999997), (2, 2)))
(u'132647', ((541.00999999999999, 541.26999999999998), (0, 0)))
(u'132648', ((515.01409090909101, 541.50681818181806), (2, 9)))
(u'132649', ((540.82000000000005, 541.37125000000003), (4, 2)))
(u'132650', ((540.77999999999997, 541.32000000000005), (0, 0)))
(u'132651', ((540.98888888888882, 541.48666666666668), (1, 3)))
(u'132652', ((540.84500000000003, 541.26499999999999), (2, 1)))
(u'132653', ((541.01333333333332, 541.34222222222229), (7, 6)))
(u'132656', ((540.69375000000002, 541.34249999999997), (3, 8)))
(u'132657', ((540.49125000000004, 541.35125000000005), (6, 6)))
(u'132658', ((511.05736842105262, 541.38526315789477), (1, 4)))
(u'132659', ((540.97000000000003, 541.54250000000002), (1, 2)))
(u'132700', ((541.02333333333331, 541.23000000000002), (1, 1)))
(u'132701', ((540.79150000000004, 541.57350000000008), (9, 10)))
(u'132702', ((540.75199999999995, 543.13866666666661), (3, 1)))
(u'132703', ((540.80666666666662, 541.33666666666659), (2, 1)))
(u'132704', ((540.73645161290312, 542.06806451612897), (8, 6)))
(u'132705', ((540.38142857142861, 541.39571428571423), (2, 1)))
(u'132707', ((540.2166666666667, 541.68499999999995), (4, 2)))
(u'132708', ((540.03250000000003, 541.50250000000005), (1, 1)))
(u'132709', ((540.92999999999995, 541.77999999999997), (0, 1)))
(u'132710', ((540.80999999999995, 541.22624999999994), (3, 1)))
(u'132711', ((540.90100000000007, 541.65200000000004), (2, 5)))
(u'132712', ((540.83000000000004, 541.25999999999999), (0, 0)))
(u'132713', ((540.83000000000004, 541.25999999999999), (0, 0)))
(u'132714', ((540.89999999999998, 541.25), (0, 0)))
(u'132715', ((540.81500000000005, 541.25999999999999), (1, 0)))
(u'132717', ((540.81500000000005, 541.25999999999999), (1, 0)))
(u'132718', ((540.84666666666669, 541.24666666666667), (1, 1)))
(u'132719', ((540.82900000000006, 541.43300000000011), (3, 2)))
(u'132720', ((540.95000000000005, 541.62249999999995), (0, 2)))
(u'132721', ((540.57999999999993, 541.5), (1, 1)))
(u'132722', ((540.67857142857144, 542.12142857142851), (1, 1)))
(u'132723', ((540.95000000000005, 541.52500000000009), (5, 5)))
(u'132724', ((540.9799999999999, 541.68666666666661), (1, 1)))
(u'132725', ((540.7974999999999, 541.57625000000007), (1, 3)))
(u'132726', ((540.92999999999995, 541.25), (0, 0)))
(u'132727', ((540.92999999999995, 541.255), (2, 2)))
(u'132729', ((541.00461538461536, 541.43384615384605), (6, 2)))
(u'132730', ((541.00400000000002, 541.74799999999993), (3, 1)))
(u'132731', ((540.96999999999991, 541.98333333333335), (1, 1)))
(u'132732', ((541.15999999999997, 542.13999999999999), (0, 1)))
(u'132733', ((541.13, 541.69749999999999), (2, 1)))
(u'132735', ((541.15600000000006, 541.24400000000003), (3, 2)))
(u'132736', ((541.19000000000005, 541.25), (0, 0)))
(u'132737', ((540.89928571428584, 541.42642857142857), (2, 2)))
(u'132738', ((540.61500000000001, 541.29250000000002), (1, 1)))
(u'132739', ((541.12333333333333, 541.24000000000001), (2, 1)))
(u'132740', ((540.99000000000001, 541.26125000000002), (1, 4)))
(u'132741', ((540.88900000000001, 541.85400000000004), (3, 4)))
(u'132742', ((541.14999999999998, 541.30999999999995), (0, 0)))
(u'132743', ((540.73785714285725, 541.79214285714284), (7, 7)))
(u'132744', ((541.03499999999997, 541.40666666666664), (2, 3)))
(u'132745', ((541.02799999999991, 469.49533333333335), (2, 4)))
(u'132746', ((541.24076923076916, 541.64692307692303), (7, 5)))
(u'132747', ((541.00571428571425, 541.66999999999996), (2, 3)))
(u'132748', ((541.17499999999995, 541.33000000000004), (1, 0)))
(u'132749', ((541.09459459459458, 542.34810810810825), (6, 12)))
(u'132750', ((540.92700000000002, 379.22399999999999), (4, 3)))
(u'132751', ((539.98000000000002, 434.52599999999995), (7, 4)))
(u'132752', ((541.18785714285741, 541.94414285714299), (20, 28)))
(u'132753', ((541.32333333333327, 541.64999999999998), (1, 2)))
(u'132754', ((541.38749999999982, 542.26375000000007), (4, 4)))
(u'132755', ((540.85571428571427, 542.08142857142855), (3, 2)))
(u'132756', ((541.27454545454543, 542.06681818181823), (10, 12)))
(u'132757', ((511.36972222222204, 542.21749999999986), (4, 19)))
(u'132758', ((463.93321428571426, 503.23071428571421), (8, 4)))
(u'132759', ((509.59941176470579, 541.96882352941157), (2, 6)))
(u'132800', ((469.00866666666667, 505.77133333333336), (4, 2)))
(u'132801', ((540.84500000000003, 541.8175), (1, 2)))
(u'132802', ((541.49000000000001, 541.79666666666662), (1, 1)))
(u'132803', ((541.44749999999999, 541.79250000000013), (6, 9)))
(u'132804', ((541.45000000000005, 541.60000000000002), (4, 0)))
(u'132805', ((541.14333333333332, 541.88222222222237), (4, 8)))
(u'132806', ((541.51499999999999, 541.76749999999993), (1, 2)))
(u'132807', ((541.51999999999998, 541.88999999999999), (0, 1)))
(u'132808', ((541.51714285714286, 541.72428571428577), (1, 3)))
(u'132809', ((541.37178571428581, 541.80785714285707), (11, 13)))
(u'132810', ((541.27250000000004, 541.67000000000007), (1, 2)))
(u'132811', ((491.92727272727274, 492.60727272727274), (2, 2)))
(u'132812', ((499.60076923076917, 416.64461538461535), (1, 6)))
(u'132813', ((541.20500000000004, 406.14125000000007), (2, 2)))
(u'132814', ((541.25, 0.0), (0, 0)))
(u'132815', ((541.23982142857153, 512.83625000000006), (8, 6)))
(u'132816', ((541.10888888888894, 541.93555555555554), (4, 4)))
(u'132817', ((541.31500000000005, 541.54999999999995), (1, 1)))
(u'132818', ((541.23615384615391, 541.92384615384617), (6, 6)))
(u'132820', ((541.33285714285716, 541.6957142857143), (2, 3)))
(u'132821', ((541.2714285714286, 542.14571428571423), (1, 5)))
(u'132823', ((541.35000000000002, 541.59000000000003), (0, 1)))
(u'132824', ((541.33624999999995, 541.80500000000006), (7, 7)))
(u'132825', ((541.03823529411773, 542.10058823529403), (7, 9)))
(u'132826', ((540.61500000000001, 542.04999999999995), (1, 1)))
(u'132827', ((541.32999999999993, 542.49428571428575), (3, 1)))
(u'132829', ((541.10374999999999, 541.71500000000003), (4, 5)))
(u'132830', ((541.1857142857142, 541.56857142857154), (1, 3)))
(u'132831', ((541.25, 541.45000000000005), (0, 0)))
(u'132832', ((540.80833333333328, 541.66500000000008), (3, 1)))
(u'132834', ((540.92000000000007, 541.53250000000003), (1, 3)))
(u'132835', ((541.33000000000004, 541.54333333333329), (0, 1)))
(u'132836', ((514.11190476190473, 464.26761904761901), (1, 5)))
(u'132837', ((541.12333333333333, 541.55999999999995), (1, 0)))
(u'132838', ((491.81272727272733, 541.53545454545463), (1, 3)))
(u'132839', ((540.90315789473675, 484.51578947368426), (7, 4)))
(u'132841', ((540.86000000000001, 487.28600000000017), (2, 2)))
(u'132842', ((540.67666666666662, 541.42333333333329), (1, 1)))
(u'132843', ((541.25, 542.15999999999997), (1, 2)))
(u'132844', ((540.38999999999999, 541.39999999999998), (0, 0)))
(u'132845', ((540.69150000000002, 460.28700000000009), (10, 6)))
(u'132846', ((540.93799999999999, 433.25), (2, 2)))
(u'132847', ((539.77250000000004, 541.30499999999995), (1, 1)))
(u'132849', ((540.66066666666677, 433.30400000000009), (6, 5)))
(u'132850', ((541.10000000000002, 541.38), (0, 0)))
(u'132851', ((504.98266666666666, 469.56999999999994), (2, 4)))
(u'132852', ((540.20500000000004, 541.27999999999997), (1, 1)))
(u'132853', ((540.8180000000001, 541.32400000000007), (5, 7)))
(u'132854', ((540.62, 541.3599999999999), (1, 1)))
(u'132855', ((541.07437500000003, 541.88125000000002), (2, 9)))
(u'132856', ((540.86222222222227, 541.5622222222222), (5, 5)))
(u'132857', ((540.99700000000007, 379.17199999999997), (3, 3)))
(u'132858', ((540.9805555555555, 481.46499999999992), (6, 4)))
(u'132900', ((540.96111111111099, 461.48629629629619), (10, 7)))
(u'132901', ((540.98000000000002, 541.76099999999997), (2, 5)))
(u'132902', ((540.75916666666672, 496.35916666666657), (5, 2)))
(u'132903', ((540.88250000000005, 406.08750000000003), (1, 2)))
(u'132904', ((540.82952380952372, 515.78619047619054), (7, 2)))
(u'132905', ((540.07000000000005, 541.39666666666665), (2, 2)))
(u'132906', ((540.90250000000003, 474.06375000000008), (2, 2)))
(u'132907', ((539.15999999999997, 543.57000000000005), (0, 0)))
(u'132908', ((540.51666666666677, 541.38999999999999), (1, 2)))
(u'132910', ((540.69499999999994, 270.745), (1, 1)))
(u'132911', ((541.07000000000005, 360.89333333333337), (2, 2)))
(u'132912', ((540.88750000000005, 270.63), (2, 1)))
(u'132913', ((539.94000000000005, 542.04999999999995), (2, 2)))
(u'132914', ((541.13999999999999, 541.25999999999999), (0, 0)))
(u'132915', ((522.68466666666666, 415.01033333333345), (2, 14)))
(u'132916', ((539.34000000000003, 542.43499999999995), (0, 1)))
(u'132917', ((541.02499999999998, 541.28750000000002), (1, 2)))
(u'132918', ((541.02999999999997, 541.255), (0, 1)))
(u'132919', ((540.29999999999995, 541.24250000000006), (2, 1)))
(u'132920', ((540.50294117647059, 413.93823529411765), (10, 8)))
(u'132921', ((540.64899999999989, 379.02200000000005), (4, 5)))
(u'132922', ((540.80461538461543, 458.28000000000009), (7, 4)))
(u'132923', ((540.69399999999985, 542.06400000000008), (3, 1)))
(u'132924', ((540.54499999999996, 481.3677777777778), (8, 4)))
(u'132925', ((540.74000000000001, 456.19736842105272), (7, 6)))
(u'132926', ((541.14400000000001, 433.024), (2, 2)))
(u'132927', ((541.20000000000005, 541.25999999999999), (0, 0)))
(u'132928', ((540.68000000000006, 0.0), (1, 0)))
(u'132929', ((541.11333333333334, 481.18555555555554), (2, 2)))
(u'132930', ((541.14400000000001, 433.04399999999998), (2, 1)))
(u'132931', ((540.7299999999999, 433.06599999999997), (9, 4)))
(u'132933', ((540.75833333333333, 451.17333333333335), (2, 2)))
(u'132934', ((540.79076923076911, 333.06692307692305), (4, 4)))
(u'132936', ((540.90499999999997, 541.76749999999993), (2, 2)))
(u'132937', ((540.4375, 405.85124999999994), (5, 2)))
(u'132938', ((472.91999999999996, 406.07249999999999), (2, 3)))
(u'132939', ((432.53399999999999, 216.57200000000003), (2, 3)))
(u'132940', ((468.59133333333324, 469.14400000000006), (8, 8)))
(u'132941', ((540.57363636363618, 442.79818181818189), (6, 5)))
(u'132942', ((517.77999999999986, 405.9083333333333), (2, 8)))
(u'132943', ((540.50555555555547, 481.34222222222223), (2, 2)))
(u'132945', ((540.28999999999996, 360.9666666666667), (4, 3)))
(u'132946', ((540.53499999999997, 361.01333333333332), (1, 3)))
(u'132949', ((540.75285714285712, 541.16428571428582), (4, 4)))
(u'132950', ((540.57199999999989, 541.58400000000006), (2, 2)))
(u'132952', ((540.30111111111114, 300.98222222222216), (5, 5)))
(u'132953', ((540.37714285714287, 309.16142857142859), (3, 3)))
(u'132954', ((540.39499999999998, 270.48000000000002), (1, 1)))
(u'132955', ((540.83000000000004, 541.13999999999999), (0, 0)))
(u'132956', ((540.54714285714294, 464.09785714285709), (5, 2)))
(u'132957', ((540.73000000000002, 541.06500000000005), (1, 1)))
(u'132958', ((540.75227272727284, 492.22090909090917), (3, 4)))
(u'132959', ((540.51600000000008, 433.47899999999993), (5, 4)))
(u'133000', ((540.88374999999996, 541.84312499999999), (5, 8)))
(u'133001', ((540.88999999999999, 541.26999999999998), (1, 1)))
(u'133002', ((540.95375000000001, 338.29500000000002), (4, 2)))
(u'133003', ((540.67470588235301, 318.73764705882348), (5, 6)))
(u'133004', ((463.65999999999997, 232.31571428571428), (2, 5)))
(u'133005', ((540.62, 542.07000000000005), (3, 0)))
(u'133006', ((540.13999999999999, 542.07000000000005), (0, 0)))
(u'133007', ((524.00562500000001, 439.791875), (2, 7)))
(u'133008', ((491.63090909090914, 541.30181818181813), (2, 3)))
(u'133009', ((540.58818181818185, 541.2881818181819), (4, 2)))
(u'133010', ((520.51629629629622, 541.19407407407402), (2, 10)))
(u'133011', ((442.040909090909, 541.38909090909101), (4, 2)))
(u'133012', ((498.97769230769222, 541.12461538461537), (1, 5)))
(u'133013', ((540.59615384615392, 541.11538461538464), (6, 3)))
(u'133014', ((498.83307692307676, 540.97307692307697), (2, 4)))
(u'133015', ((540.21399999999994, 541.20000000000005), (3, 1)))
(u'133016', ((270.30500000000001, 540.88499999999999), (1, 1)))
(u'133017', ((473.04750000000001, 540.86750000000006), (2, 4)))
(u'133018', ((540.5150000000001, 541.18000000000006), (1, 1)))
(u'133019', ((360.36666666666662, 360.57666666666665), (1, 1)))
(u'133020', ((432.584, 216.38000000000002), (2, 3)))
(u'133021', ((540.60624999999993, 541.17375000000004), (6, 6)))
(u'133022', ((540.48500000000001, 511.24055555555566), (5, 2)))
(u'133023', ((524.86794117647059, 334.27382352941174), (2, 16)))
(u'133024', ((510.73055555555555, 541.201111111111), (2, 8)))
(u'133025', ((540.67875000000004, 541.42624999999998), (6, 2)))
(u'133026', ((540.57000000000005, 542.26666666666677), (2, 1)))
(u'133027', ((540.32000000000005, 541.28999999999996), (0, 0)))
(u'133028', ((540.67999999999995, 541.06500000000005), (0, 1)))
(u'133029', ((540.56307692307689, 541.67307692307702), (4, 3)))
(u'133031', ((540.50750000000005, 541.80250000000001), (3, 2)))
(u'133032', ((540.85000000000002, 540.96000000000004), (0, 0)))
(u'133033', ((540.61000000000001, 541.59571428571439), (3, 3)))
(u'133034', ((540.80999999999995, 541.84000000000003), (0, 0)))
(u'133035', ((540.35714285714278, 541.69285714285718), (3, 1)))
(u'133036', ((540.62888888888892, 541.24666666666656), (1, 6)))
(u'133037', ((540.61333333333334, 541.18333333333339), (5, 1)))
(u'133038', ((540.82000000000005, 541.10000000000002), (0, 0)))
(u'133039', ((540.25, 542.07500000000005), (2, 3)))
(u'133042', ((540.74333333333334, 542.50333333333333), (1, 1)))
(u'133043', ((540.86000000000001, 541.02999999999997), (0, 1)))
(u'133044', ((540.86000000000001, 541.28999999999996), (0, 0)))
(u'133045', ((540.6724999999999, 541.61749999999995), (3, 2)))
(u'133046', ((540.58955555555542, 541.14400000000012), (24, 18)))
(u'133047', ((476.70352941176469, 541.50823529411775), (4, 10)))
(u'133048', ((540.45499999999993, 541.20000000000005), (1, 0)))
(u'133049', ((504.58533333333338, 541.35533333333331), (2, 11)))
(u'133050', ((539.7166666666667, 541.65666666666664), (1, 1)))
(u'133052', ((540.58714285714279, 540.92142857142858), (3, 1)))
(u'133053', ((540.62222222222226, 540.95555555555563), (4, 4)))
(u'133054', ((480.21999999999997, 541.11888888888893), (2, 4)))
(u'133055', ((539.91666666666663, 542.20666666666659), (1, 1)))
(u'133057', ((540.53749999999991, 540.99250000000006), (2, 2)))
(u'133058', ((540.38199999999995, 541.1400000000001), (2, 2)))
(u'133059', ((540.54666666666662, 540.95000000000005), (1, 0)))
(u'133100', ((442.15545454545446, 541.43909090909096), (4, 4)))
(u'133101', ((432.27699999999993, 541.30799999999999), (4, 5)))
(u'133102', ((540.55500000000006, 540.84500000000003), (2, 2)))
(u'133103', ((540.43961538461542, 540.9861538461538), (6, 6)))
(u'133104', ((498.77923076923076, 541.23384615384612), (2, 5)))
(u'133105', ((495.45666666666671, 541.01416666666671), (1, 3)))
(u'133106', ((504.37666666666672, 541.32600000000014), (2, 6)))
(u'133107', ((540.62200000000007, 541.11199999999997), (6, 2)))
(u'133109', ((540.17333333333329, 541.31555555555553), (5, 4)))
(u'133110', ((540.53250000000003, 541.14875000000006), (3, 3)))
(u'133111', ((463.04714285714283, 541.33285714285716), (2, 3)))
(u'133112', ((540.63, 540.91999999999996), (0, 0)))
(u'133114', ((521.66965517241385, 541.21344827586222), (2, 12)))
(u'133115', ((528.83500000000004, 541.16282608695644), (2, 16)))
(u'133116', ((540.66666666666663, 540.97333333333336), (1, 1)))
(u'133117', ((0.0, 540.95000000000005), (0, 0)))
(u'133118', ((540.59399999999994, 540.97000000000003), (3, 3)))
(u'133119', ((540.61999999999989, 541.13), (1, 2)))
(u'133121', ((540.23653846153854, 478.59807692307703), (7, 6)))
(u'133122', ((514.49142857142863, 463.78380952380957), (2, 6)))
(u'133123', ((540.61333333333334, 540.98666666666668), (1, 2)))
(u'133125', ((540.69500000000005, 541.00999999999999), (1, 0)))
(u'133126', ((540.49666666666667, 540.92999999999995), (1, 0)))
(u'133127', ((540.38, 541.09333333333325), (1, 1)))
(u'133129', ((540.05666666666673, 540.92666666666662), (1, 1)))
(u'133130', ((539.70000000000005, 540.88999999999999), (1, 0)))
(u'133131', ((539.73500000000001, 540.88999999999999), (1, 0)))
(u'133132', ((540.40499999999997, 473.38249999999999), (1, 2)))
(u'133133', ((540.58789473684214, 455.70105263157893), (6, 6)))
(u'133134', ((491.62727272727267, 346.5418181818182), (1, 4)))
(u'133135', ((540.88999999999999, 360.72666666666669), (0, 1)))
(u'133136', ((540.8075, 270.51750000000004), (3, 3)))
(u'133137', ((540.59400000000005, 432.99599999999998), (2, 1)))
(u'133138', ((540.72333333333313, 432.89800000000002), (7, 2)))
(u'133139', ((486.51799999999992, 541.50900000000001), (2, 5)))
(u'133140', ((540.77999999999997, 541.07000000000005), (1, 0)))
(u'133141', ((540.90947368421041, 341.81947368421049), (8, 10)))
(u'133142', ((540.702, 541.28899999999999), (3, 3)))
(u'133143', ((540.74999999999989, 481.40555555555562), (2, 1)))
(u'133144', ((540.89799999999991, 433.20400000000006), (2, 1)))
(u'133145', ((540.99000000000001, 541.25999999999999), (0, 0)))
(u'133146', ((540.99000000000001, 541.28999999999996), (0, 1)))
(u'133147', ((540.90124999999989, 406.06125000000003), (3, 1)))
(u'133149', ((540.99000000000001, 541.86000000000001), (0, 0)))
(u'133151', ((540.99000000000001, 541.29999999999995), (0, 0)))
(u'133152', ((540.70153846153858, 333.24461538461543), (3, 5)))
(u'133153', ((415.96692307692297, 416.44615384615383), (2, 4)))
(u'133154', ((541.00142857142862, 386.56999999999999), (5, 4)))
(u'133155', ((540.69000000000005, 541.58499999999992), (2, 2)))
